Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Devin Williams","NYM",3.56457,1.69367,0,2.98037,63.79,0,31,3.1759,,64.5927,261.676,42.3789,22.81,21.39,6.29851,27.374,1.23846,2.5717,88.8886,12.3853,3.81415,3.24719,0.877601,0.339689,0.10461,0.2350786253809929,0.18288,1.07989,0.264241,0.770377,,,3.04133,1.10985,1.13315,62.709999084472656,,,,,,,553,8.507692307692308,502,7.723076923076923,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"José Berríos","TOR",5.23448,6.86679,1.1315,4.47676,35.099,17.211,0,0.6524,,116.763,500.663,114.053,62.12,58.08,16.4087,39.0887,1.81243,6.79344,96.4559,7.43474,3.01293,2.46762,1.26477,0.192656,0.0780738,0.1145823672413826,0.250787,1.31156,0.285579,0.699255,,,4.48871,1.10682,0.879343,676.8800048828125,,,,,,,430.60000000000025,3.6803418803418824,435,3.717948717948718,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
"Lucas Giolito",,6.99796,9.07407,6.85227,4.77543,23.315,20.195,0,0,,115.623,498.552,109.763,65.46,61.35,19.1346,45.9933,0.756213,3.03212,101.525,7.9026,3.58008,2.20738,1.48942,0.203639,0.0922537,0.11138547211885452,0.244174,1.3471,0.275577,0.700145,,,4.80242,1.10048,0.692619,641.719970703125,,,,,,,395.70000000000005,3.4112068965517244,390,3.3620689655172415,,,,,,,,,,,,,,,,,,,"Lucas Giolito","15474",608337
"Jacob Latz","TEX",4.35166,5.50223,0.670984,4.21858,40.874,11.842,0,0.6589,,100.932,428.512,85.7601,50.53,47.31,14.2129,43.0846,1.9067,2.4466,96.4258,8.59819,3.84181,2.23806,1.26735,0.225025,0.100545,0.12448016554117203,0.223928,1.27655,0.262711,0.718836,,,4.40837,1.07715,0.862396,722.8900146484375,,,,,,,412.6,4.085148514851485,384,3.801980198019802,,,,,,,,,,,,,,,,,,,"Jacob Latz","21306",656641
"Cody Bradford","TEX",2.90057,3.40205,0.363671,3.84247,26.318,7.681,0,0.6589,,62.7956,258.939,56.1764,28.66,26.81,8.12871,15.1962,1.16647,1.90394,56.7133,8.12827,2.17795,3.73207,1.16502,0.219022,0.0586866,0.16033563017845154,0.232289,1.13659,0.271462,0.711967,,,3.82861,1.04746,0.837445,999,,,,,,,289.20000000000005,4.590476190476191,278,4.412698412698413,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Kyle Harrison","MIL",3.20904,4.30196,0.59139,4.19784,24.003,10.065,0,0.6166,,68.0492,289.863,62.0868,34.06,31.74,9.18831,23.8576,1.10028,3.52956,73.4429,9.71336,3.15534,3.07839,1.21522,0.253371,0.0823065,0.17106471955776215,0.236543,1.26297,0.294134,0.70996,,,3.93931,1.04573,0.687879,734.1900024414062,,,,,,,297.30000000000007,4.372058823529413,289,4.25,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Jeremiah Estrada","SDP",2.98184,1.79677,0,3.24986,65.255,0,3,14.9643,,66.6305,274.199,47.8818,25.83,24.06,7.9036,27.0829,1.91548,1.9897,90.0815,12.1676,3.65818,3.32614,1.06756,0.328526,0.0987709,0.22975465655326843,0.195335,1.12508,0.271699,0.768935,,,3.28224,1.04543,0.928731,595.030029296875,,,,,,,440.59999999999997,6.576119402985074,399,5.955223880597015,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Garrett Whitlock","BOS",2.92445,1.7633,0,3.36949,57.789,0,5,14.2487,,64.1314,262.465,53.8318,25.79,24.01,6.47991,17.1698,1.27124,2.72415,71.9996,10.1042,2.40956,4.19339,0.909371,0.274321,0.0654176,0.20890359580516815,0.221922,1.10713,0.288571,0.730047,,,3.13391,1.03842,0.76638,665.469970703125,,,,,,,424.4,6.63125,407,6.359375,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Brad Lord","WSN",5.07473,10.4373,3.49582,4.96562,31.866,21.933,1,0.6461,,127.706,557.07,133.592,75.41,70.46,19.5056,45.1043,1.27825,5.25149,102.799,7.24467,3.1787,2.27913,1.37465,0.184535,0.080967,0.10356750339269638,0.263644,1.39928,0.296783,0.68226,,,4.69374,1.03686,0.37048,999,,,,,,,417.80000000000007,3.2640625000000005,445,3.4765625,,,,,,,,,,,,,,,,,,,"Brad Lord","31972",695418
"Brandon Sproat","MIL",3.55889,4.5811,0.573801,3.94985,23.685,11.235,0,0.6166,,71.5242,303.012,63.112,33.6,31.39,7.64321,26.9943,0.961252,4.24636,63.0479,7.93341,3.39673,2.3356,0.961757,0.20807,0.0890864,0.11898398399353027,0.232225,1.2598,0.275854,0.711614,,,4.07171,1.03093,0.954305,727.9299926757812,,,,,,,307.6000000000001,4.272222222222223,293,4.069444444444445,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Patrick Corbin",,5.83167,8.25821,5.68941,5.01229,20.683,17.914,0,0,,99.7986,435.134,105.1,59.65,55.58,14.8503,35.4446,0.675125,3.59545,88.3341,7.96611,3.19645,2.49217,1.33923,0.203004,0.0814567,0.12154760956764221,0.265342,1.40829,0.308116,0.675507,,,4.47289,1.02289,0.209771,999,,,,,,,341.5,3.415,364,3.64,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Luis Severino","ATH",8.88071,11.2451,14.1677,5.15983,28.438,28.438,0,0,,170.465,744.818,176.074,104.37,97.73,29.6805,57.3083,0.586348,14.0111,132.028,6.97063,3.02569,2.30381,1.56703,0.177262,0.0769428,0.10031884908676147,0.261432,1.36909,0.286042,0.672536,,,5.10474,1.00903,0.24088,745.3300170898438,,,,,,,482.4,2.837647058823529,511,3.0058823529411764,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Connelly Early","BOS",2.68108,2.92647,0.322526,3.45943,22.981,6.812,0,0.6763,,53.1244,222.002,44.5896,21.91,20.42,4.81847,19.432,0.933649,2.76925,56.6411,9.59577,3.29204,2.91484,0.816314,0.255138,0.0875308,0.1676071435213089,0.223171,1.20513,0.287486,0.735243,,,3.43559,1.00191,0.953519,265.1300048828125,,,,,,,265.70000000000005,5.013207547169812,252,4.754716981132075,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Nick Martinez","TBR",6.02819,10.0694,3.48297,5.1007,37.761,21.823,0,0.6597,,141.951,615.442,154.029,86.01,80.45,22.7337,39.478,1.36249,7.46801,99.4789,6.30718,2.50299,2.51986,1.44137,0.161638,0.0641457,0.09749229997396469,0.27094,1.36319,0.294196,0.664875,,,4.80767,1.00077,0.0757097,727.25,,,,,,,431.5,3.038732394366197,475,3.3450704225352115,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Edwin Díaz","LAD",3.40782,1.39124,0,3.57986,62.125,0,36,2.9576,,64.7623,267.544,48.9425,27.59,25.76,7.65658,22.7209,0.87572,5.42455,88.8901,12.353,3.15752,3.91225,1.06403,0.332245,0.0849241,0.2473205029964447,0.20444,1.10656,0.289012,0.723177,,,3.23074,0.996351,0.612828,33.66999816894531,,,,,,,541.2,8.326153846153847,507,7.8,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"J.T. Ginn","ATH",2.92499,3.81623,0.391858,3.91679,26.469,8.485,0,0.6384,,65.0047,275.376,60.5947,30.36,28.29,7.05642,21.8977,1.34035,3.66307,64.8786,8.98254,3.03176,2.96281,0.976973,0.2356,0.079519,0.15608080476522446,0.242558,1.26902,0.300979,0.717944,,,3.72984,0.995644,0.855851,745.0399780273438,,,,,,,292.29999999999995,4.496923076923077,290,4.461538461538462,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Adrian Morejon","SDP",2.79982,1.75254,0,3.34965,63.095,0,3,13.3697,,65.0755,267.779,58.0341,26.1,24.22,5.45158,16.8998,1.49709,2.58978,63.6259,8.79953,2.33726,3.76489,0.753958,0.237606,0.0631109,0.1744949072599411,0.233735,1.15149,0.293409,0.725597,,,3.16721,0.989089,0.820236,727.6699829101562,,,,,,,403.7,6.21076923076923,395,6.076923076923077,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Andrés Muñoz","SEA",2.6466,1.77555,0,3.08949,61.379,0,34,3.3532,,62.8065,257.328,45.8597,23.07,21.56,5.51164,23.7783,1.77692,4.00773,78.2416,11.2118,3.40737,3.29046,0.789802,0.304054,0.0924046,0.2116488739848137,0.199788,1.10877,0.276756,0.752047,,,3.11167,0.974068,1.0244,41.189998626708984,,,,,,,526.8000000000001,8.361904761904762,491,7.7936507936507935,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Dylan Lee","ATL",2.60709,1.49427,0,3.39987,63.32,0,2,15.9878,,64.8555,261.798,53.128,26.32,24.5,8.32688,16.1092,1.34945,0.869542,74.3906,10.3232,2.23548,4.61789,1.15552,0.284153,0.061533,0.22261996567249298,0.217009,1.06756,0.276377,0.745355,,,3.29556,0.960007,0.820236,999,,,,,,,415.8,6.396923076923077,392,6.030769230769231,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Bryan Abreu","HOU",3.04588,1.84902,0,3.46967,64.89,0,10,12.5359,,67.4676,281.782,51.4967,27.77,26.01,7.00594,28.8261,0.852381,3.05757,88.217,11.7679,3.84532,3.06032,0.934574,0.313068,0.102299,0.2107687145471573,0.20607,1.19054,0.287639,0.745277,,,3.28772,0.95837,0.720872,198.5,,,,,,,459.0999999999999,6.852238805970148,426,6.358208955223881,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Lance McCullers Jr.","HOU",4.65135,6.50891,2.33889,4.58937,22.985,15.908,0,0.6557,,87.6199,382.75,81.5947,47.72,44.68,10.8513,40.1421,0.764272,5.98679,82.6542,8.48994,4.12325,2.05904,1.1146,0.215948,0.104878,0.11107026040554047,0.242394,1.38937,0.290987,0.6947,,,4.43786,0.958339,0.607618,999,,,,,,,334.7000000000001,3.803409090909092,329,3.7386363636363638,,,,,,,,,,,,,,,,,,,"Lance McCullers Jr.","14120",621121
"Griffin Canning","SDP",5.12773,6.83142,2.4536,4.51909,25.567,17.039,0,0.6532,,99.478,427.864,95.1944,53.51,49.95,14.8957,38.4984,1.16262,2.93847,89.6098,8.10721,3.48304,2.32762,1.34765,0.209436,0.0899782,0.11945733428001404,0.246345,1.34394,0.284827,0.710596,,,4.52977,0.95794,0.668411,999,,,,,,,362.1,3.6575757575757577,361,3.6464646464646466,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Janson Junk","MIA",3.20952,4.9765,0.568799,4.40849,35.595,9.797,0,0.6387,,83.3959,354.156,84.5682,43.85,40.85,11.2144,21.9302,1.50279,2.30414,61.5965,6.64743,2.36668,2.80876,1.21024,0.173925,0.0619224,0.11200253292918205,0.256328,1.27702,0.285301,0.689973,,,4.27784,0.949145,0.482648,999,,,,,,,313.9000000000001,3.7819277108433744,328,3.9518072289156625,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Patrick Sandoval","BOS",3.38701,4.01865,0.434504,3.95196,29.373,9,0,0.6763,,69.687,300.718,64.0549,33.02,30.6,6.47536,31.2625,1.59185,2.85147,63.5328,8.20519,4.03752,2.03223,0.836285,0.21127,0.10396,0.10731074959039688,0.240263,1.36779,0.292883,0.722273,,,3.98832,0.94462,0.851698,999,,,,,,,307.79999999999995,4.397142857142857,302,4.314285714285714,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Matt Brash","SEA",2.55898,1.7914,0,3.09065,59.654,0.07,4,12.3012,,60.7154,252.654,45.7175,22.31,20.85,4.29919,26.9735,1.37501,2.84193,72.0955,10.6869,3.99835,2.67283,0.63728,0.285352,0.106761,0.17859184741973877,0.20516,1.19724,0.282827,0.755653,,,3.15399,0.944564,1.01995,739.3200073242188,,,,,,,404.6,6.632786885245902,375,6.147540983606557,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Seth Lugo","KCR",8.21108,10.0615,12.5299,5.02004,25.934,25.934,0,0,,153.662,668.183,157.155,91.57,85.71,25.7271,54.0815,0.558975,6.90949,119.847,7.01944,3.16756,2.21604,1.50684,0.179362,0.0809381,0.09842406958341599,0.258822,1.37468,0.28471,0.682955,,,4.94256,0.94084,0.422784,489.1499938964844,,,,,,,468.6000000000002,3.042857142857144,489,3.175324675324675,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Gabe Speier","SEA",2.59725,1.81898,0,3.24066,60.835,0,1,11.7053,,57.9605,234.867,45.6819,22.35,20.87,6.22575,14.7318,1.54052,3.79988,68.5487,10.6441,2.28752,4.65312,0.966724,0.291862,0.0627239,0.22913779318332672,0.211163,1.04232,0.278722,0.736275,,,3.12534,0.939595,0.856323,745.2899780273438,,,,,,,369.80000000000007,6.375862068965518,346,5.9655172413793105,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"Ian Seymour","TBR",3.96121,6.06722,0.819838,4.47706,32.916,13.121,0,0.6597,,94.9039,403.943,87.9724,50.67,47.21,15.8167,29.8134,1.65236,5.9571,91.5748,8.68429,2.82729,3.0716,1.49994,0.226702,0.073806,0.15289640426635742,0.238944,1.24111,0.276691,0.701737,,,4.50262,0.938819,0.589813,433.1300048828125,,,,,,,357.40000000000003,3.762105263157895,347,3.6526315789473682,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Jhoan Duran","PHI",2.71536,1.51749,0,3.35966,65.502,0,33,3.0842,,66.5425,272.979,56.8528,26.75,24.84,6.65909,19.2078,1.87148,2.652,73.4709,9.93708,2.59789,3.82507,0.900654,0.269145,0.0703634,0.1987813040614128,0.226397,1.14304,0.293548,0.738869,,,3.21336,0.923677,0.824597,41.91999816894531,,,,,,,518.5,7.7388059701492535,501,7.477611940298507,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Chris Paddack","MIA",5.09583,9.10223,3.43143,4.9264,28.457,19.901,0,0.6387,,115.624,497.511,121.75,67.82,63.29,19.8958,32.786,1.17812,3.44064,83.7228,6.51686,2.55201,2.55362,1.54866,0.168283,0.0658999,0.10238326340913773,0.263938,1.33654,0.284776,0.684518,,,4.86383,0.921173,0.34433,999,,,,,,,359.2000000000001,3.096551724137932,384,3.310344827586207,,,,,,,,,,,,,,,,,,,"Chris Paddack","20099",663978
"Aroldis Chapman","BOS",2.93271,1.65123,0,3.1096,56.206,0,28,1.9351,,55.8592,230.154,38.0167,20.73,19.3,5.34765,25.4215,1.00086,2.67237,76.8896,12.3884,4.09589,3.02459,0.861609,0.334079,0.110454,0.22362461686134338,0.188145,1.13568,0.272644,0.763308,,,3.13552,0.916159,0.8523,62.959999084472656,,,,,,,472.1000000000001,8.430357142857144,433,7.732142857142857,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Abner Uribe","MIL",3.27589,1.777,0,3.09063,64.667,0,17,6.8303,,66.7727,279.163,49.8489,24.5,22.93,4.62682,31.4991,1.63323,3.6091,76.1,10.2572,4.24563,2.41594,0.62363,0.272601,0.112834,0.15976645797491074,0.204253,1.21828,0.276879,0.759285,,,3.33392,0.909695,1.13758,161.67999267578125,,,,,,,464.29999999999995,6.929850746268656,430,6.417910447761194,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Johan Oviedo","BOS",4.80486,6.37202,0.829394,4.43544,37.415,14.401,0,0.6763,,100.238,433.941,88.3287,52.88,49.4,13.598,46.5696,1.60082,5.75943,96.325,8.64867,4.18131,2.06841,1.22091,0.221977,0.107318,0.11465953290462494,0.231462,1.34578,0.27506,0.707902,,,4.54289,0.90191,0.677763,570.0800170898438,,,,,,,375.99999999999994,3.7599999999999993,355,3.55,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"Ryan Weiss","HOU",3.14403,4.13146,0.548611,4.30563,29.603,8.981,0,0,,73.7871,316.343,66.2094,37.78,35.3,10.2954,29.3149,1.21343,3.80384,81.7597,9.97244,3.57562,2.78901,1.25576,0.258453,0.0926681,0.16578451544046402,0.23377,1.29459,0.292484,0.711919,,,4.07943,0.898487,0.572875,999,,,,,,,318,4.297297297297297,305,4.121621621621622,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"David Bednar","NYY",3.28979,1.54841,0,3.37958,59.688,0,32,1.5537,,60.5844,246.801,46.6517,24.28,22.75,7.01649,19.7744,1.51132,1.72803,72.0876,10.7088,2.93755,3.6455,1.04232,0.292088,0.080123,0.2119651585817337,0.207066,1.09642,0.271113,0.744591,,,3.32572,0.882435,0.811288,63.36000061035156,,,,,,,489.1000000000001,8.018032786885247,460,7.540983606557377,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Mason Montgomery","PIT",2.76276,1.66615,0,3.53997,56.427,0,2,12.1538,,58.9582,247.953,48.1437,24.82,23.19,5.45348,23.4748,1.43785,2.79697,69.8343,10.6602,3.58344,2.97487,0.832477,0.281643,0.0946741,0.18696870654821396,0.217175,1.21473,0.291612,0.731414,,,3.30546,0.865557,0.599287,999,,,,,,,370.3,6.276271186440678,350,5.932203389830509,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Aaron Civale","ATH",6.3295,8.67411,9.1093,5.14977,22.044,22.044,0,0,,121.182,528.143,125.619,74.21,69.34,21.7412,41.2987,0.405296,6.03349,102.573,7.61793,3.06719,2.48369,1.61469,0.194214,0.078196,0.11601833254098892,0.261264,1.37741,0.291384,0.679276,,,4.94635,0.865268,0.16768,999,,,,,,,362.20000000000005,2.9933884297520663,384,3.1735537190082646,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Andrew Alvarez","WSN",2.72374,5.08578,0.6335,4.13053,25.748,10.655,0,0.6461,,72.2523,310.727,70.2412,35.58,33.16,6.88693,27.4839,1.1045,2.91102,55.9787,6.9729,3.42349,2.03678,0.85786,0.180154,0.0884504,0.09170365333557129,0.250564,1.35255,0.291329,0.705526,,,4.08677,0.86098,0.731557,999,,,,,,,290.70000000000005,4.0375000000000005,295,4.097222222222222,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","29914",674841
"Spencer Arrighetti","HOU",4.44848,6.20587,2.18674,4.67239,25.17,14.687,0,0.6557,,90.3392,392.019,80.3373,50,46.9,13.2297,41.0029,1.02259,5.92247,89.4868,8.91508,4.0849,2.18245,1.31801,0.228271,0.104594,0.12367729842662811,0.232799,1.34316,0.276872,0.693846,,,4.6161,0.856844,0.497105,665.8200073242188,,,,,,,339.1,3.767777777777778,322,3.577777777777778,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"José Urquidy","PIT",4.22077,6.21783,2.16509,4.79594,24.791,14.122,0,0.6584,,86.961,373.894,87.2823,49.32,46.34,12.9017,27.8519,0.879811,3.29569,65.0696,6.73435,2.88253,2.33627,1.33526,0.174032,0.0744916,0.09954056888818741,0.254656,1.32398,0.28092,0.677995,,,4.64186,0.85611,0.398353,999,,,,,,,298.7000000000001,3.4333333333333345,307,3.528735632183908,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Joe Boyle","TBR",3.431,5.08226,1.69789,4.50921,19.175,11.753,0,0.6597,,68.879,301.031,60.1249,36.91,34.51,8.61897,36.917,0.835341,2.79438,75.8496,9.91081,4.82372,2.0546,1.12619,0.251966,0.122635,0.12933103740215302,0.230082,1.40887,0.291239,0.707639,,,4.28907,0.855782,0.523372,739.760009765625,,,,,,,279.90000000000003,4.056521739130435,264,3.8260869565217392,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Matt Svanson","STL",2.63641,1.79829,0,3.52938,57.956,0,5,14.5426,,64.694,271.695,56.2736,27.11,25.37,5.22589,22.6832,1.75987,3.49129,64.5912,8.98569,3.1556,2.84754,0.727007,0.237734,0.0834876,0.15424634516239166,0.229201,1.22047,0.290533,0.723707,,,3.4022,0.854443,0.716727,671.989990234375,,,,,,,410.9,6.321538461538461,397,6.107692307692307,,,,,,,,,,,,,,,,,,,"Matt Svanson","29629",694335
"Josh Hader","HOU",2.31031,1.2666,0,3.13018,46.817,0,25,2.7237,,49.0228,197.217,32.1545,18.19,17.05,6.46547,16.9865,0.843272,3.13899,71.1813,13.068,3.11851,4.19047,1.18698,0.360929,0.0861309,0.27479805052280426,0.18157,1.00241,0.258325,0.772051,,,3.17726,0.849314,0.785212,109.51000213623047,,,,,,,424.6,8.66530612244898,386,7.877551020408164,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"David Festa","MIN",2.55408,3.91784,0.509571,4.38283,20.081,8.707,1,0.6401,,56.6552,242.477,52.9231,29.54,27.59,7.50463,20.6661,0.80595,2.40893,56.6485,8.99893,3.28293,2.74113,1.19215,0.233624,0.0852292,0.14839496463537216,0.241215,1.2989,0.292553,0.698277,,,4.07924,0.840028,0.43662,999,,,,,,,239.59999999999997,4.203508771929824,235,4.12280701754386,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Drew Anderson","DET",1.81387,2.2593,0,3.74879,41.335,2.942,0,6.329,,64.6769,276.762,48.4312,28.9,26.94,7.67596,34.1243,1.73447,4.00787,87.7306,12.208,4.7485,2.57092,1.06813,0.316989,0.123298,0.19369106739759445,0.202955,1.27643,0.284557,0.747196,,,3.73384,0.838253,0.694287,999,,,,,,,343.8,5.28923076923077,307,4.723076923076923,,,,,,,,,,,,,,,,,,,"Drew Anderson","15130",623454
"Trevor McDonald","SFG",2.4616,3.4103,0.405817,4.04118,18.862,8.019,0,0.6625,,56.1,239.596,54.4169,27.03,25.19,5.89828,18.9305,0.995926,3.16224,50.4846,8.09913,3.03698,2.66684,0.946247,0.210707,0.0790101,0.13169723004102707,0.250189,1.30744,0.301133,0.711592,,,3.88356,0.834329,0.671014,745.5599975585938,,,,,,,238.20000000000007,4.25357142857143,240,4.285714285714286,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Jose A. Ferrer","SEA",2.5902,1.94246,0,3.48969,62.805,0,3,16.153,,65.4298,271.686,60.3965,27.24,25.37,5.33082,16.8,1.64803,3.8814,60.8843,8.37475,2.31087,3.62407,0.733265,0.224098,0.061836,0.16226187720894814,0.240619,1.17984,0.297991,0.716393,,,3.2815,0.828106,0.716383,745.5,,,,,,,401.5,6.176923076923077,398,6.123076923076923,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Rhett Lowder","CIN",3.17501,5.33302,0.799785,4.64572,25.991,11.871,0,0.6505,,78.6531,338.087,79.3592,43.3,40.6,10.9579,25.2301,1.0653,3.4536,65.7107,7.51905,2.88699,2.60446,1.25387,0.194361,0.0746261,0.1197345107793808,0.256491,1.32975,0.293903,0.686728,,,4.36944,0.818096,0.467785,594.7899780273438,,,,,,,295.9,3.745569620253164,304,3.848101265822785,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Ryan Helsley","BAL",2.93138,1.72914,0,3.47928,60.15,0,29,3.4023,,62.5474,258.466,51.2397,25.88,24.18,6.75077,21.9217,1.37696,1.134,68.2217,9.81648,3.15433,3.11206,0.971375,0.263948,0.0848145,0.17913348227739334,0.217661,1.1697,0.277296,0.742131,,,3.46263,0.815611,0.711971,85.08000183105469,,,,,,,471.5,7.484126984126984,448,7.111111111111111,,,,,,,,,,,,,,,,,,,"Ryan Helsley","18138",664854
"Randy Vásquez","SDP",7.1168,10.029,6.20939,5.12014,28.555,23.793,0,0.6532,,128.563,564.34,137.463,78.27,73.14,19.5813,45.0158,1.09613,6.65498,83.4232,5.84001,3.15131,1.8532,1.37078,0.147824,0.0797671,0.068057119846344,0.268132,1.41937,0.287752,0.672034,,,5.02311,0.814729,0.200375,739.719970703125,,,,,,,366.3999999999999,2.840310077519379,399,3.0930232558139537,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Phil Maton","CHC",2.82487,1.77697,0,3.48993,62.998,0,6,14.1052,,63.4139,263.815,49.043,26.23,24.59,6.5218,23.3668,1.31738,5.62864,75.0468,10.651,3.31633,3.21168,0.925605,0.284468,0.0885728,0.1958947852253914,0.208854,1.14186,0.277461,0.729778,,,3.47696,0.787186,0.711772,728.3599853515625,,,,,,,401.70000000000005,6.376190476190477,373,5.920634920634921,,,,,,,,,,,,,,,,,,,"Phil Maton","18064",664208
"Daniel Palencia","CHC",2.75297,1.80015,0,3.60938,61.936,0,29,4.4587,,64.2326,269.494,50.8738,27.53,25.76,6.66651,26.8677,1.33214,3.16313,74.9292,10.4988,3.76459,2.78882,0.934083,0.278037,0.0996971,0.17833983153104782,0.21245,1.21031,0.280028,0.733996,,,3.55391,0.784726,0.55881,112.52999877929688,,,,,,,475.9,7.4359375,450,7.03125,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Miles Mikolas","WSN",6.40334,11.3512,11.2059,5.24013,25.714,25.714,0,0,,144.443,626.773,159.838,90.09,84.1,25.4377,37.8684,0.482552,5.22597,87.3176,5.44061,2.35952,2.30582,1.58498,0.139313,0.0604181,0.07889488339424133,0.273845,1.36875,0.285397,0.663914,,,5.11058,0.780544,0.0204001,999,,,,,,,387.10000000000014,2.6881944444444454,440,3.0555555555555554,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
"Orion Kerkering","PHI",2.62906,1.55472,0,3.53116,62.852,0.08,2,12.7283,,63.1578,262.056,53.1608,26.62,24.78,6.29302,19.9617,1.29323,3.53917,64.7889,9.23243,2.84455,3.24565,0.896756,0.247233,0.0761735,0.17105916142463684,0.222844,1.15777,0.279852,0.723073,,,3.49509,0.77597,0.608174,999,,,,,,,374.6000000000001,5.946031746031747,357,5.666666666666667,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Alex Vesia","LAD",3.4884,1.4037,0,3.54977,60.95,0,2,17.966,,60.6716,247.964,44.4546,25.65,23.93,8.73371,21.8649,1.5186,2.33419,74.0002,10.9772,3.24342,3.38443,1.29555,0.298431,0.0881776,0.21025361120700836,0.198667,1.09309,0.253284,0.751854,,,3.76368,0.765846,0.603651,999,,,,,,,384.30000000000007,6.300000000000001,346,5.672131147540983,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Luis Gil","NYY",4.77967,5.60705,0.832685,4.53556,37.022,13.228,0,0.6905,,97.2714,424.066,83.5297,52.09,49.02,13.2233,50.7851,1.42567,4.68372,91.5237,8.4682,4.69887,1.80218,1.22348,0.215824,0.119758,0.09606675058603287,0.226615,1.38082,0.266464,0.710045,,,4.73131,0.745546,0.57609,382,,,,,,,359.5000000000001,3.7061855670103103,336,3.463917525773196,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Tyler Anderson","LAA",5.04486,6.67251,4.55857,4.74529,17.584,14.897,0,0,,83.9632,361.581,79.5127,47.36,44.27,13.6097,31.7429,0.74799,3.1645,66.2966,7.10633,3.40252,2.08855,1.45883,0.183352,0.0877892,0.09556286036968231,0.243401,1.32505,0.267065,0.692996,,,4.91039,0.738739,0.499665,999,,,,,,,268.40000000000003,3.1952380952380954,265,3.1547619047619047,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
